id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
zfiXI8AwYBRfWjPyv6oh3w,the-lobster-place-new-york-2,The Lobster Place,https://s3-media4.fl.yelpcdn.com/bphoto/zgCitW9dNXpxlehrZuGBTg/o.jpg,False,https://www.yelp.com/biz/the-lobster-place-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,1332,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"['delivery', 'pickup']",$$,+12122555672,(212) 255-5672,1304.6541600272756,40.7427413905213,-74.0060118057704,75 9th Ave,,,New York,10011,US,NY,"['75 9th Ave', 'New York, NY 10011']"
F0MuzanyO6YEen8VtP5LOg,pennsylvania-6-nyc-new-york,Pennsylvania 6 NYC,https://s3-media2.fl.yelpcdn.com/bphoto/mxYjfFJUICgadnUbz0-Orw/o.jpg,False,https://www.yelp.com/biz/pennsylvania-6-nyc-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,506,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"['delivery', 'pickup']",$$,+12127273666,(212) 727-3666,593.6612828274804,40.7483655239542,-73.9907944748688,132 W 31st St,,,New York,10001,US,NY,"['132 W 31st St', 'New York, NY 10001']"
n_NIY1KTi-R5DPkduEUKIw,ovest-pizzoteca-by-luzzos-new-york,Ovest Pizzoteca by Luzzo's,https://s3-media1.fl.yelpcdn.com/bphoto/3H9ZJaxgWbaWdqhpq3nqQA/o.jpg,False,https://www.yelp.com/biz/ovest-pizzoteca-by-luzzos-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,535,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['delivery', 'pickup']",$$,+12129674392,(212) 967-4392,585.5027506575343,40.7507476806641,-74.0030212402344,513 W 27th St,,,New York,10001,US,NY,"['513 W 27th St', 'New York, NY 10001']"
Ys9iYSjuFDpZj7B1X07v5g,liberty-bagels-midtown-new-york-3,Liberty Bagels Midtown,https://s3-media4.fl.yelpcdn.com/bphoto/UfpS3nudd0Rwt_9WRqUbZg/o.jpg,False,https://www.yelp.com/biz/liberty-bagels-midtown-new-york-3?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,568,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"['pickup', 'delivery']",$,+12122791124,(212) 279-1124,316.91703016091947,40.75255,-73.99249,260 W 35th St,,,New York,10001,US,NY,"['260 W 35th St', 'New York, NY 10001']"
EKkHfSYTm266-ZBve3SdgA,yoon-haeundae-galbi-new-york-2,Yoon Haeundae Galbi,https://s3-media1.fl.yelpcdn.com/bphoto/M9i5rqze0t9rfRosu_-gKQ/o.jpg,False,https://www.yelp.com/biz/yoon-haeundae-galbi-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,482,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"['pickup', 'restaurant_reservation', 'delivery']",$$$,+12122445345,(212) 244-5345,1009.9584175469655,40.749866,-73.984441,8 W 36th St,,,New York,10018,US,NY,"['8 W 36th St', 'New York, NY 10018']"
dAWIughC_7mzyoMMsfcVEQ,juicology-kitchen-new-york,Juicology Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/a5YyAWMRs_DkNqOYHPj31Q/o.jpg,False,https://www.yelp.com/biz/juicology-kitchen-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,246,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"['pickup', 'delivery']",$$,+16464846550,(646) 484-6550,666.638977086659,40.747727,-73.990384,115 West 30th St,,,New York,10001,US,NY,"['115 West 30th St', 'New York, NY 10001']"
PHSsvGDW6Rh2pGWEDTrDew,death-ave-new-york-5,Death Ave,https://s3-media1.fl.yelpcdn.com/bphoto/bIW9hxGZ9wK2m9zJtWTTbA/o.jpg,False,https://www.yelp.com/biz/death-ave-new-york-5?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,586,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"['delivery', 'pickup']",$$,+12126958080,(212) 695-8080,492.87311200463756,40.75106,-74.00193,315 10th Ave,,,New York,10001,US,NY,"['315 10th Ave', 'New York, NY 10001']"
NMuZQuK6UU32VlSF6khh0w,stout-nyc-new-york,Stout NYC,https://s3-media2.fl.yelpcdn.com/bphoto/Fcchx8coGXu3KY080F9YrA/o.jpg,False,https://www.yelp.com/biz/stout-nyc-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,943,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.5,"['pickup', 'delivery']",$$,+12126296191,(212) 629-6191,574.1073314153732,40.7498631,-73.989868,133 W 33rd St,,,New York,10001,US,NY,"['133 W 33rd St', 'New York, NY 10001']"
MoyxzhaYIsJx-p9IuGGK4w,stella-34-trattoria-new-york,Stella 34 Trattoria,https://s3-media2.fl.yelpcdn.com/bphoto/76CrF_y6BNM6KRp0OuS71w/o.jpg,False,https://www.yelp.com/biz/stella-34-trattoria-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,671,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,[],$$,+12129679251,(212) 967-9251,574.9100854769378,40.750813,-73.989484,151 W 34th St,,Macy's Herald Square,New York,10001,US,NY,"['151 W 34th St', ""Macy's Herald Square"", 'New York, NY 10001']"
wQU3LMmOPNzxL-ptOi_F5w,kobeyaki-new-york-2,Kobeyaki,https://s3-media2.fl.yelpcdn.com/bphoto/TPhos7dF8UEafEAUWLy4hQ/o.jpg,False,https://www.yelp.com/biz/kobeyaki-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,543,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"['delivery', 'pickup']",$$,+12122425500,(212) 242-5500,649.5371088400968,40.7462138,-73.99388,293 7th Ave,,,New York,10001,US,NY,"['293 7th Ave', 'New York, NY 10001']"
k7n_31GE1Yq1KD77_DO1Tw,chick-fil-a-new-york-6,Chick-fil-A,https://s3-media3.fl.yelpcdn.com/bphoto/HKoP-z4-c_bzD1Q5bnvDUw/o.jpg,False,https://www.yelp.com/biz/chick-fil-a-new-york-6?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,588,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,['delivery'],$,+12127049920,(212) 704-9920,850.8048318062836,40.751726,-73.9860817,1000 Avenue Of The Americas,,,New York,10018,US,NY,"['1000 Avenue Of The Americas', 'New York, NY 10018']"
vGS5X12NYXCl8NpynlxRuw,oscar-wilde-new-york-2,Oscar Wilde,https://s3-media2.fl.yelpcdn.com/bphoto/ezuBZOl2EfLsW5hvzNDu9A/o.jpg,False,https://www.yelp.com/biz/oscar-wilde-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,699,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"['delivery', 'restaurant_reservation', 'pickup']",$$,+12122133066,(212) 213-3066,901.8213628461137,40.74514,-73.9900399,45 W 27th St,,,New York,10001,US,NY,"['45 W 27th St', 'New York, NY 10001']"
GxqEVZUgz8xophUos_V3eQ,the-breslin-new-york-5,The Breslin,https://s3-media4.fl.yelpcdn.com/bphoto/ptkJzIJrbPgtDTJ_UBktIA/o.jpg,False,https://www.yelp.com/biz/the-breslin-new-york-5?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,1576,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",3.5,"['delivery', 'pickup']",$$$,+12126791939,(212) 679-1939,976.2897657269805,40.7457012,-73.9878543,16 W 29th St,,,New York,10001,US,NY,"['16 W 29th St', 'New York, NY 10001']"
qYqe-kArMUebiEvxUPUlVg,the-picnic-basket-new-york,The Picnic Basket,https://s3-media2.fl.yelpcdn.com/bphoto/5EzyWwNAy5eopXi4hmc-9A/o.jpg,False,https://www.yelp.com/biz/the-picnic-basket-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,444,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$$,+12123822627,(212) 382-2627,867.4977892617317,40.7516246,-73.9858858,65 W 37th St,,,New York,10018,US,NY,"['65 W 37th St', 'New York, NY 10018']"
eRtceh_W_yniAfCqJni5Bg,go-go-curry-times-square-new-york-2,Go Go Curry Times Square,https://s3-media4.fl.yelpcdn.com/bphoto/1kK6bG-qrxVOcv9rlTQvpA/o.jpg,False,https://www.yelp.com/biz/go-go-curry-times-square-new-york-2?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,1462,"[{'alias': 'japacurry', 'title': 'Japanese Curry'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,"['delivery', 'pickup']",$$,+12127305555,(212) 730-5555,533.9212694469447,40.7547,-73.991055,273 W 38th Street,,,New York,10018,US,NY,"['273 W 38th Street', 'New York, NY 10018']"
x2ATnp8-hXFhr_XznPYPMw,5-napkin-burger-hells-kitchen-new-york,5 Napkin Burger Hell's Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/jL6826b9S7BpLRNm-545zw/o.jpg,False,https://www.yelp.com/biz/5-napkin-burger-hells-kitchen-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,2095,"[{'alias': 'burgers', 'title': 'Burgers'}]",3.5,"['delivery', 'pickup']",$$,+12127572277,(212) 757-2277,1024.8656547623991,40.76018,-73.991093,630 9th Ave,,,New York,10036,US,NY,"['630 9th Ave', 'New York, NY 10036']"
bVkjBJlAIwKAj9Aw1KVWjA,dim-sum-palace-new-york-8,Dim Sum Palace,https://s3-media1.fl.yelpcdn.com/bphoto/CiBorfjWPAMbLogwW18TCg/o.jpg,False,https://www.yelp.com/biz/dim-sum-palace-new-york-8?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,1293,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.0,"['pickup', 'delivery']",$$,+16468611910,(646) 861-1910,1096.1943196917225,40.76015,-73.9893699,334 W 46th St,,,New York,10036,US,NY,"['334 W 46th St', 'New York, NY 10036']"
rDaFCFuZ4jc3JMadrDGYbA,ramini-espresso-bar-and-cafe-new-york,Ramini Espresso Bar & Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/UbR7BOXsSczMpJx017qcTQ/o.jpg,False,https://www.yelp.com/biz/ramini-espresso-bar-and-cafe-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,174,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,['delivery'],$,+19177044679,(917) 704-4679,454.0056045549512,40.7536963373423,-73.9910175651312,265 W 37th St,,,New York,10018,US,NY,"['265 W 37th St', 'New York, NY 10018']"
wx5XkAsviabyZdQma64Fyw,gaonnuri-new-york-3,Gaonnuri,https://s3-media1.fl.yelpcdn.com/bphoto/o-Qh8cxIKrAsOXPT_AvgZA/o.jpg,False,https://www.yelp.com/biz/gaonnuri-new-york-3?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,822,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,['delivery'],$$$,+12129719045,(212) 971-9045,837.0131398456841,40.74757,-73.98802,1250 Broadway,Fl 39,,New York,10001,US,NY,"['1250 Broadway', 'Fl 39', 'New York, NY 10001']"
NRJq2BNcbjqAyxUB_bw7gw,momoya-new-york,Momoya,https://s3-media2.fl.yelpcdn.com/bphoto/QZg0n_Fz1kjkl5pX1RShnw/o.jpg,False,https://www.yelp.com/biz/momoya-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,674,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"['pickup', 'delivery']",$$,+12129894466,(212) 989-4466,1022.1618249521415,40.7426255196333,-73.9966481924057,185 7th Ave,,,New York,10011,US,NY,"['185 7th Ave', 'New York, NY 10011']"
xWUL-j6TQyKQHIfOtetu-Q,hangawi-new-york,HanGawi,https://s3-media2.fl.yelpcdn.com/bphoto/twJ0jxVMtTJN3TfcAP1zmQ/o.jpg,False,https://www.yelp.com/biz/hangawi-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,1186,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.0,['delivery'],$$$,+12122130077,(212) 213-0077,1122.304635502909,40.746737,-73.984662,12 E 32nd St,,,New York,10016,US,NY,"['12 E 32nd St', 'New York, NY 10016']"
NMVRHrkdp68twl4CWo1I5A,marseille-new-york,Marseille,https://s3-media2.fl.yelpcdn.com/bphoto/qho3g7vQpTyQJyA9XHFV2Q/o.jpg,False,https://www.yelp.com/biz/marseille-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,921,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",4.0,"['pickup', 'delivery']",$$$,+12123332323,(212) 333-2323,977.0613684235353,40.759806,-73.991378,630 9th Ave,,,New York,10036,US,NY,"['630 9th Ave', 'New York, NY 10036']"
KEBKGGGkDhnuYdKrjzZblw,samwon-garden-korean-bbq-new-york,Samwon Garden Korean BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/lSu7UdF32e-TVRDb8op83Q/o.jpg,False,https://www.yelp.com/biz/samwon-garden-korean-bbq-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,479,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"['restaurant_reservation', 'delivery']",$$$,+12126953131,(212) 695-3131,860.8184335193406,40.74811,-73.9872,37 W 32nd St,,,New York,10001,US,NY,"['37 W 32nd St', 'New York, NY 10001']"
DJSLGbSqCJ1W8ma3LFlMuw,patzeria-perfect-pizza-new-york,Patzeria Perfect Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/w62on7rHWF6ZNTVy6M6RuQ/o.jpg,False,https://www.yelp.com/biz/patzeria-perfect-pizza-new-york?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,1610,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['pickup', 'delivery']",$,+12125757646,(212) 575-7646,1163.2940816651155,40.7594583,-73.9868048,231 W 46th St,,,New York,10036,US,NY,"['231 W 46th St', 'New York, NY 10036']"
Xq9uOJz0U1iugBqRoQt1hA,tír-na-nóg-new-york-12,Tír na Nóg,https://s3-media2.fl.yelpcdn.com/bphoto/yni4uxDlGj_ozExMfZaUjw/o.jpg,False,https://www.yelp.com/biz/t%C3%ADr-na-n%C3%B3g-new-york-12?adjust_creative=6v4EI3OSRvC_vOqa5f2qaA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6v4EI3OSRvC_vOqa5f2qaA,377,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"['delivery', 'pickup']",$$,+12127600072,(212) 760-0072,575.5281590214171,40.75585,-73.99214,315 W 39th St,,,New York,10018,US,NY,"['315 W 39th St', 'New York, NY 10018']"
